F1,F3,F4,F5,F8,F9,F10,F11,F12,F13,EXPOSURE,Predicted_number_of_claims
F,6,0,2,M2,S2,M1,L3,D,0,0.83,0
F,2,0,2,M1,S2,M1,L2,B,2,12,0
F,14,10,2,H1,S3,M3,L2,D,1,1.23,0
F,1,2,2,M1,S3,M1,L2,B,4,1,0
F,13,4,2,M1,S1,M1,L3,D,1,1,0
P,7,4,2,M1,S1,M1,L2,B,0,1.63,0
F,10,0,2,M1,S2,M2,L2,B,0,4.58,0
F,12,20,3,M1,S1,M1,L2,D,0,1.99,0
P,4,10,2,M2,S5,M2,L1,D,0,1.15,0
F,1,2,3,H1,S2,M2,L2,D,0,5.81,0
F,3,2,2,M2,S3,M2,L1,B,1,2.52,0
P,14,14,2,M1,S5,M1,L2,B,0,14.89,1
F,13,6,2,M2,S1,M3,L2,B,0,0.89,0
F,8,14,2,M1,S2,M0,L1,D,0,11.09,0
F,1,4,2,M1,S2,M2,L2,B,4,1.59,0
P,1,0,2,M2,S1,M1,L1,D,1,4.45,0
F,6,10,3,H1,S2,M2,L2,D,0,3,0
F,14,14,3,M1,S2,M2,L2,B,0,1.49,0
P,1,14,2,M2,S5,M1,L2,D,0,2.39,0
F,7,10,2,M2,S1,M1,L1,B,1,1.23,0
F,5,0,2,M2,S3,M2,L1,B,2,1.45,0
F,1,2,2,M2,S3,M1,L1,B,3,1,0
F,11,2,2,M2,S2,M1,L3,D,1,1.4,0
F,13,10,2,H2,S2,M3,L2,B,0,1,0
F,2,8,2,M2,S2,M1,L1,B,0,2,0
P,14,0,2,M2,S5,M3,L1,D,1,2,0
F,5,4,2,H1,S2,M3,L3,D,0,2,0
F,6,2,2,M1,S1,M1,L2,D,2,2,0
F,13,10,2,H1,S0,M2,L2,D,0,1.67,0
P,1,2,2,M2,S3,M2,L2,D,0,4.94,0
F,9,0,2,M2,S1,M1,L3,D,2,1,0
F,13,14,2,H1,S1,M3,L1,D,0,2,0
F,11,0,2,M1,S1,M1,L3,B,3,0.47,0
P,6,10,2,M2,S5,M2,L1,D,0,1.92,0
P,1,10,3,M1,S5,M2,L2,D,0,0.61,0
F,1,0,2,M2,S2,M2,L3,E,2,1,0
F,11,8,2,H1,S0,M3,L1,D,1,0.85,0
F,3,0,2,M2,S3,M1,L2,D,4,1,0
P,5,0,2,H2,S5,M3,L1,D,2,0.48,0
F,12,10,2,C,S1,M0,L3,D,0,1,0
F,3,10,2,H1,S3,M2,L2,D,1,2.44,0
P,1,6,2,M1,S2,M1,L1,B,1,1,0
F,2,0,3,M2,S1,M2,L1,D,1,1.71,0
F,3,14,1,M1,S3,M0,L1,B,0,1,0
F,3,14,2,C,S0,M1,L2,B,0,0.14,0
F,2,0,2,C,S1,M1,L2,B,0,1.66,0
P,7,2,2,M1,S2,M1,L2,D,0,2,0
F,3,14,3,H1,S2,M2,L2,D,0,0.21,0
F,1,10,3,M1,S3,M2,L1,D,0,7.38,0
F,5,14,3,M1,S2,M2,L1,D,0,1,0
F,1,10,2,M1,S1,M0,L4,B,0,2,0
P,1,0,2,H2,S5,M3,L3,B,0,1,0
F,2,10,3,H1,S1,M2,L3,D,0,2,0
P,4,0,2,H2,S5,M3,L1,D,2,1,0
F,4,14,2,M1,S3,M1,L3,B,1,1,0
F,1,6,3,M2,S2,M0,L2,D,0,1,0
F,13,14,2,M2,S0,M1,L1,D,0,1,0
F,3,14,1,H1,S3,M3,L1,B,0,0.4,0
P,11,6,2,M2,S5,M2,L3,D,0,1,0
F,2,10,1,H1,S2,M3,L2,B,0,0.23,0
P,1,4,3,M2,S3,M2,L2,D,0,0.18,0
P,1,10,3,H1,S5,M2,L3,D,0,1,0
F,1,4,3,M1,S1,M1,L3,D,0,3,0
F,7,14,3,M1,S2,M2,L1,D,0,1,0
P,2,6,2,H1,S1,M3,L2,D,0,1,0
F,1,10,2,M2,S1,M1,L3,E,0,1,0
F,13,14,2,M1,S0,M0,L1,B,0,1,0
F,3,6,3,M1,S2,M1,L2,B,0,1,0
F,4,2,2,H1,S1,M2,L2,D,3,1.41,0
F,9,2,2,M1,S1,M1,L3,D,1,2,0
F,1,0,2,M1,S3,M1,L4,B,1,1,0
P,9,4,2,C,S2,M1,L2,B,0,1,0
F,14,2,2,M1,S1,M0,L2,B,0,1,0
F,12,6,2,M1,S0,M0,L2,B,0,0.69,0
P,12,4,2,H1,S2,M2,L2,D,1,1,0
P,8,2,2,M1,S1,M1,L3,B,0,1,0
P,10,2,2,M2,S2,M2,L3,D,0,0.4,0
F,3,2,2,M2,S3,M1,L3,D,1,1,0
F,1,20,3,M1,S1,M1,L4,D,0,1,0
F,7,20,2,C,S2,M0,L4,B,0,1,0
F,6,8,2,M2,S1,M2,L3,D,1,1.36,0
P,3,2,2,H1,S5,M2,L1,D,0,1,0
P,15,4,2,M2,S5,M1,L2,D,0,0.67,0
F,11,20,2,M2,S2,M2,L1,D,0,1,0
F,6,6,2,M2,S3,M1,L1,D,0,1,0
F,13,14,2,M2,S2,M1,L3,D,0,0.75,0
F,1,6,3,H1,S3,M2,L1,D,0,1,0
F,7,20,3,M1,S2,M0,L2,D,0,1,0
F,8,4,3,H1,S2,M3,L2,D,0,1,0
F,14,10,2,M2,S1,M2,L4,D,0,2,0
F,1,10,2,H2,S3,M3,L3,D,2,1,0
F,2,8,2,H2,S3,M3,L1,D,0,1,0
F,1,0,3,M2,S1,M2,L1,B,4,1,0
F,2,8,2,M2,S2,M2,L2,D,3,1,0
F,3,0,2,M2,S3,M1,L2,E,2,1,0
P,13,4,2,M1,S1,M1,L2,B,0,1,0
P,1,4,2,H1,S5,M3,L3,D,0,0.55,0
F,2,14,3,H1,S2,M2,L1,D,0,0.3,0
F,3,10,2,M1,S3,M1,L2,D,0,88.17,4
F,1,4,2,M1,S1,M1,L2,B,0,555.33,12
F,11,14,2,M1,S3,M1,L2,B,0,42.59,2
F,1,10,2,M2,S2,M3,L1,D,0,10,0
F,2,2,2,M2,S1,M2,L3,D,2,3.29,0
F,10,14,2,C,S2,M0,L1,B,0,94.06,3
F,1,6,2,C,S3,M1,L2,B,0,41.87,1
F,4,14,2,C,S2,M0,L2,B,0,74.22,2
F,9,2,2,M1,S2,M1,L2,B,0,39.75,1
F,12,4,2,M1,S1,M2,L2,B,0,3,0
F,1,6,2,M1,S5,M1,L1,B,1,1,0
F,13,14,2,M2,S1,M2,L2,D,0,28.27,1
F,14,2,2,M1,S1,M1,L2,D,0,27.08,1
F,1,6,2,H1,S2,M2,L3,D,0,20.67,1
F,1,0,2,M2,S1,M2,L3,D,1,7.58,0
F,4,10,2,M1,S1,M1,L1,D,0,81.38,2
F,1,6,2,H1,S2,M2,L2,B,0,3,0
F,2,14,2,H1,S1,M2,L2,D,0,21.67,1
F,1,0,2,H2,S2,M3,L2,D,3,11.48,0
F,1,14,2,M1,S3,M2,L4,B,0,7.42,0
F,3,0,2,M1,S3,M2,L1,B,0,9.33,0
F,3,0,2,M1,S3,M1,L2,B,0,37.44,1
P,5,2,2,M1,S5,M1,L2,B,0,1,0
F,13,8,2,M1,S0,M2,L2,D,0,2.41,0
F,3,4,2,M2,S2,M2,L1,D,2,2,0
F,9,6,2,M1,S1,M2,L3,D,0,2,0
F,1,4,2,H1,S1,M2,L1,D,0,20.4,0
F,11,8,2,M1,S0,M1,L2,D,0,37.68,2
F,2,10,2,M1,S2,M1,L4,D,0,5.41,0
F,11,10,2,H1,S3,M2,L2,D,0,0.63,0
P,2,2,2,H1,S5,M2,L2,D,1,5,0
F,2,0,2,C,S2,M1,L1,B,0,9.94,0
F,6,0,2,M2,S1,M2,L1,B,3,2,0
F,11,4,2,H1,S1,M2,L3,D,0,12.02,0
F,8,14,2,M1,S3,M0,L1,B,0,6,0
F,5,8,2,M2,S2,M2,L3,D,0,6.36,0
P,5,0,2,M1,S2,M2,L3,B,0,1,0
F,9,6,2,M2,S1,M2,L2,B,0,1.13,0
F,1,4,2,M1,S3,M1,L4,D,0,6.26,0
F,10,6,2,M1,S1,M2,L1,D,0,2.33,0
F,10,20,2,C,S3,M0,L4,B,0,1,0
F,2,10,2,M1,S3,M2,L2,B,0,10.62,0
F,13,6,2,M1,S3,M1,L2,B,0,7.1,0
F,4,0,2,M1,S1,M1,L2,D,2,3,0
F,1,4,3,M2,S1,M2,L1,D,0,6.52,0
F,2,20,2,M1,S1,M2,L1,B,0,3.33,0
F,1,6,2,M2,S2,M3,L1,D,1,5,0
F,11,6,2,M1,S0,M2,L2,D,0,3.29,0
F,14,14,2,M2,S3,M2,L2,D,0,8.42,1
F,9,14,2,C,S1,M0,L3,B,0,1.22,0
F,5,2,2,M2,S2,M2,L3,D,1,2,0
F,8,4,2,M2,S1,M1,L3,D,1,1.65,0
F,10,14,2,M1,S2,M1,L3,B,0,5.98,0
F,8,14,2,M1,S1,M1,L3,B,0,3.69,0
F,8,2,2,H1,S1,M1,L1,D,3,0.81,0
P,7,6,2,M2,S1,M2,L2,D,3,1,0
F,10,10,2,M2,S3,M2,L1,D,0,3.51,0
F,6,2,2,M1,S2,M1,L1,D,0,5,0
P,11,6,2,M2,S2,M3,L2,B,0,0.98,0
F,13,6,2,M1,S2,M1,L3,D,1,1,0
F,6,0,2,H1,S2,M2,L2,D,3,1,0
F,1,14,2,H2,S1,M3,L2,B,1,2.01,0
F,4,20,2,M2,S2,M1,L1,D,0,1.25,0
P,1,4,2,H1,S5,M2,L3,D,2,2,0
P,15,10,2,M1,S5,M1,L2,D,0,2,0
F,1,2,2,H1,S2,M3,L3,D,3,4.59,0
P,1,0,2,C,S5,M1,L2,B,0,1.91,0
P,1,2,2,M2,S2,M2,L2,B,0,5,0
P,1,0,2,M1,S2,M2,L2,D,0,6.94,0
P,14,4,2,M2,S0,M2,L2,D,0,3,0
P,1,0,2,M2,S5,M3,L3,D,1,1,0
F,2,2,2,H1,S2,M2,L1,B,0,1,0
F,13,14,1,M1,S1,M2,L2,B,0,1,0
P,1,10,2,H2,S3,M3,L2,B,1,1,0
F,7,0,2,M2,S1,M1,L1,D,4,2,0
P,1,6,2,H2,S5,M3,L3,B,4,2,0
F,7,6,2,M2,S2,M2,L2,D,1,2.5,0
F,14,2,2,H1,S1,M2,L3,D,1,1,0
F,14,8,2,C,S0,M0,L1,B,0,0.79,0
F,2,14,2,H2,S2,M3,L1,B,0,4.61,0
F,3,4,2,M1,S3,M1,L1,B,1,1.18,0
F,1,0,2,M2,S1,M1,L2,E,0,2,0
F,1,14,3,M2,S2,M2,L1,B,0,5,0
F,11,10,2,M1,S1,M2,L2,B,1,2,0
F,1,14,2,M2,S3,M1,L3,D,1,1,0
F,6,2,2,M1,S2,M1,L1,B,2,2,0
F,12,4,2,M2,S2,M1,L2,D,1,1.5,0
F,3,10,2,H1,S2,M3,L2,B,1,1.58,0
F,7,6,2,H2,S3,M3,L2,D,4,0.12,0
F,11,8,2,M1,S1,M1,L2,D,1,0.45,0
F,2,8,2,H2,S3,M3,L2,D,3,1,0
F,14,4,2,H2,S2,M3,L2,B,1,0.3,0
F,2,4,2,M1,S2,M0,L1,B,0,1,0
P,12,6,2,M2,S1,M2,L3,D,1,1,0
F,15,0,2,M1,S2,M1,L2,B,0,2,0
F,4,8,3,M1,S1,M2,L3,D,0,1,0
F,1,0,2,H1,S2,M2,L2,E,0,1,0
F,12,14,2,M1,S3,M1,L1,D,0,4.76,0
F,15,20,2,C,S1,M0,L1,B,0,2.11,0
F,13,10,2,M2,S1,M1,L2,D,1,2,0
F,13,14,2,M1,S5,M1,L1,B,0,2,0
F,13,10,3,M2,S1,M2,L2,D,0,2.24,0
F,9,20,2,M1,S1,M2,L2,B,0,2.95,0
F,14,6,2,M1,S1,M2,L2,B,1,0.5,0
F,10,4,2,M2,S1,M3,L3,D,0,0.53,0
F,1,14,1,M1,S2,M1,L1,D,0,1,0
P,8,4,2,M1,S1,M1,L1,D,0,1,0
F,7,6,3,M2,S2,M1,L1,D,0,1,0
F,14,0,2,M1,S1,M1,L1,E,3,1.08,0
P,6,10,2,H2,S5,M3,L1,D,0,1,0
F,11,10,2,H1,S2,M3,L2,D,1,1,0
P,14,10,2,M2,S1,M2,L2,D,1,0.43,0
P,1,10,2,M2,S5,M2,L4,D,1,1,0
P,13,0,3,M1,S5,M2,L1,D,0,1,0
F,12,6,2,M1,S3,M0,L1,D,0,1,0
F,7,0,2,M1,S3,M1,L1,B,2,1,0
F,13,2,2,M2,S0,M2,L2,D,1,0.99,0
F,2,20,3,M2,S2,M1,L4,B,0,1,0
F,14,0,2,M1,S0,M2,L1,D,1,1,0
P,4,10,3,M2,S2,M2,L2,D,0,1,0
F,10,20,2,H1,S2,M2,L2,D,0,0.75,0
P,4,4,2,M2,S3,M3,L2,D,1,0.59,0
F,3,14,2,C,S3,M1,L4,D,0,1,0
F,10,0,1,M2,S2,M2,L1,B,2,1,0
F,6,4,2,H1,S3,M3,L2,D,0,1,0
F,11,20,3,C,S1,M1,L1,B,0,2,0
P,9,4,2,H2,S5,M3,L3,D,4,1,0
F,9,10,2,M1,S0,M1,L4,B,0,1,0
F,10,2,2,M2,S2,M0,L1,E,0,1,0
F,12,8,2,M1,S1,M1,L4,D,0,1,0
P,14,10,2,H1,S1,M3,L2,D,0,0.92,0
P,1,4,2,M1,S1,M1,L2,D,1,1,0
F,13,20,3,M1,S1,M0,L1,D,0,1,0
F,3,14,2,M1,S3,M1,L1,B,0,205.96,7
P,1,2,2,M1,S3,M1,L1,B,0,47.81,1
F,9,20,2,M1,S2,M1,L1,D,0,3,0
F,3,6,2,M1,S3,M1,L2,B,0,74.81,3
F,14,8,2,M2,S1,M1,L2,D,0,23.54,1
F,1,10,2,M1,S1,M0,L1,D,0,53.67,1
F,4,20,3,H1,S3,M0,L1,D,0,1,0
P,3,4,2,M1,S5,M1,L2,D,0,7,0
P,1,0,2,M1,S1,M1,L1,D,1,3,0
F,1,4,2,M2,S3,M2,L1,D,0,64.32,2
F,1,10,2,M2,S2,M2,L1,B,1,20.33,0
F,6,4,2,M1,S2,M1,L2,D,0,42.9,2
F,9,14,2,M2,S1,M1,L2,D,0,18.8,1
F,6,14,2,M1,S3,M1,L1,D,0,24.7,1
F,1,0,2,M2,S2,M2,L1,D,2,119.6,2
F,11,8,2,M1,S1,M1,L2,B,1,4.55,0
F,5,4,2,M1,S3,M1,L2,D,0,17.24,1
F,8,10,2,M1,S1,M2,L2,D,0,23.32,1
F,9,20,2,M1,S1,M1,L2,B,0,27.25,1
P,11,8,2,M2,S2,M2,L3,D,0,1,0
F,1,2,2,H2,S3,M3,L2,D,1,10.64,0
F,5,2,2,M1,S2,M1,L2,D,0,37.45,1
F,1,4,2,M2,S3,M1,L3,D,1,6.49,0
P,14,10,2,M1,S5,M2,L2,D,0,2.53,0
F,3,6,2,H1,S2,M2,L1,D,1,2,0
F,2,6,2,M1,S2,M2,L2,D,2,1,0
F,4,10,2,M2,S2,M1,L2,E,0,2,0
F,1,4,3,H1,S1,M2,L2,D,1,1,0
F,6,0,2,H1,S2,M2,L2,D,2,4,0
F,4,10,2,M1,S2,M2,L1,D,0,10,0
F,3,4,2,H1,S2,M2,L3,D,0,16.32,1
F,9,4,2,M1,S0,M1,L2,B,0,5.78,0
F,4,6,2,M2,S1,M2,L2,D,3,4,0
F,2,4,2,M1,S2,M1,L2,B,1,4.21,0
P,1,0,2,M1,S1,M1,L2,D,0,10,0
F,8,2,2,M1,S2,M1,L2,B,0,39.34,1
F,1,2,2,M2,S2,M3,L2,D,1,14.94,0
F,6,20,2,C,S2,M1,L2,B,0,1,0
F,11,20,2,M1,S1,M1,L3,B,0,1.82,0
F,12,6,2,M1,S2,M1,L3,D,0,2,0
F,11,4,2,M1,S1,M2,L2,B,1,1,0
F,14,10,2,M2,S5,M2,L2,D,0,1.56,0
P,15,2,2,M1,S5,M1,L2,B,0,1,0
F,4,10,3,M1,S2,M2,L1,B,0,3,0
F,10,0,2,M1,S1,M1,L2,B,1,10.18,0
F,1,4,2,H1,S3,M3,L1,D,1,4.31,0
F,14,4,2,M2,S1,M1,L3,D,0,13.09,1
F,1,0,2,M2,S2,M1,L1,B,2,26.87,0
F,1,14,1,M1,S2,M2,L2,B,0,3,0
F,3,14,2,M2,S1,M2,L1,B,0,6.72,0
P,1,0,2,M2,S2,M2,L1,D,0,15.38,0
P,14,0,2,M1,S1,M2,L1,B,0,2,0
F,2,10,2,H2,S3,M3,L2,B,0,1,0
P,1,8,2,H2,S5,M3,L3,D,0,4,0
P,3,0,2,M1,S5,M1,L1,B,0,10.46,0
F,14,14,2,H2,S1,M3,L2,D,1,0.92,0
F,1,20,3,M2,S2,M1,L4,D,0,1,0
F,3,2,2,M2,S2,M1,L2,B,1,2.86,0
F,3,14,2,M2,S1,M3,L2,B,0,2,0
F,8,4,2,M1,S2,M2,L1,B,0,2,0
F,11,14,2,M2,S2,M2,L1,D,0,6.47,0
F,6,8,2,M2,S1,M1,L2,B,0,1.46,0
F,2,0,2,M2,S1,M1,L2,D,1,2,0
F,1,20,2,H2,S3,M3,L2,B,0,1.54,0
F,4,2,2,M2,S1,M2,L1,D,1,2,0
F,6,6,2,M1,S2,M2,L1,B,0,3.56,0
F,11,10,2,H2,S1,M3,L2,D,0,9.62,0
F,2,2,2,M2,S1,M3,L2,D,0,7,0
F,4,14,2,M1,S2,M1,L4,D,0,7.85,0
F,1,0,2,M2,S1,M3,L2,D,0,4,0
F,3,0,2,M1,S1,M1,L1,B,2,9.47,0
P,11,0,2,M1,S2,M1,L2,B,0,1,0
P,1,4,2,H1,S2,M2,L2,D,4,0.15,0
F,3,10,2,H1,S3,M3,L2,D,1,2.82,0
F,3,4,2,H1,S1,M3,L1,D,0,0.22,0
F,11,4,2,H2,S1,M3,L1,D,2,0.97,0
F,6,0,2,M1,S2,M1,L2,E,1,0.68,0
F,14,0,2,M1,S0,M2,L2,B,1,1,0
P,8,6,2,H1,S5,M2,L4,D,1,1,0
F,11,2,2,H2,S1,M3,L2,D,1,2,0
F,5,0,2,H2,S2,M3,L1,B,4,1,0
P,13,0,2,H2,S5,M3,L2,D,1,2,0
F,3,0,2,H1,S3,M3,L1,D,2,1,0
F,1,10,2,M1,S2,M1,L3,D,1,1,0
F,2,0,3,M2,S1,M2,L2,D,0,4,0
F,8,10,2,M1,S5,M1,L1,B,0,2,0
P,4,2,2,H2,S5,M3,L2,B,2,0.14,0
F,7,14,3,M2,S2,M2,L2,B,0,1,0
P,3,20,2,M2,S1,M1,L2,D,0,1,0
P,12,14,2,C,S0,M0,L1,B,0,1,0
P,14,2,2,M1,S2,M1,L2,D,0,1.92,0
F,7,20,2,M2,S3,M2,L2,D,0,1,0
P,14,6,2,M2,S1,M2,L3,D,0,0.86,0
F,1,8,2,H2,S3,M3,L3,D,0,1.99,0
F,1,8,3,H1,S1,M1,L4,D,0,1,0
F,11,0,2,M2,S1,M2,L1,D,2,3,0
F,8,2,2,M1,S2,M1,L2,D,2,1,0
F,14,4,2,C,S1,M2,L1,B,0,1,0
P,14,8,2,M2,S5,M1,L2,D,0,0.87,0
F,14,4,2,H1,S3,M2,L1,D,2,1,0
F,4,4,2,M2,S0,M1,L2,D,0,0.4,0
F,3,2,2,H1,S1,M2,L2,D,0,1.37,0
P,13,10,2,M1,S5,M1,L4,D,0,0.87,0
F,3,20,2,M1,S2,M2,L3,B,0,1,0
P,14,4,2,M2,S5,M2,L3,D,2,0.08,0
F,6,14,2,C,S3,M1,L2,B,0,4.28,0
F,2,2,2,H1,S2,M2,L3,D,0,1.89,0
F,2,2,2,M2,S2,M2,L2,D,4,3,0
F,1,14,1,M2,S1,M3,L1,B,1,1,0
P,14,4,2,M1,S5,M2,L3,D,0,1,0
F,7,14,2,H2,S2,M3,L3,D,0,1,0
F,5,10,3,M2,S1,M2,L1,B,0,1,0
F,2,2,2,H2,S3,M3,L1,D,1,0.84,0
F,10,10,2,H2,S0,M3,L2,D,0,0.85,0
P,13,0,2,M1,S3,M1,L2,B,0,1,0
F,13,4,2,M1,S1,M1,L4,D,0,1,0
F,10,0,2,M2,S2,M2,L2,B,1,1,0
P,4,4,2,M1,S1,M1,L2,B,1,0.52,0
F,4,14,2,H1,S2,M2,L2,B,1,1,0
F,5,6,2,H2,S1,M2,L2,D,2,1,0
F,2,14,2,C,S1,M0,L4,B,0,3.08,0
F,1,4,2,M1,S2,M2,L4,B,0,1,0
F,2,0,2,M2,S1,M2,L2,B,1,1,0
F,1,20,3,M1,S2,M0,L3,D,0,1,0
P,9,6,2,H2,S1,M3,L2,D,0,0.47,0
F,5,10,2,M1,S2,M2,L4,D,0,1,0
F,10,14,2,H1,S1,M3,L3,B,1,1,0
P,3,6,2,H2,S2,M3,L2,E,0,1.31,0
F,12,4,2,H1,S2,M3,L2,D,2,1,0
F,1,2,2,M1,S3,M3,L2,B,2,1,0
P,12,6,3,H1,S5,M3,L2,D,0,1,0
P,9,2,2,M2,S1,M2,L2,D,5,1,0
F,3,8,2,M2,S1,M2,L4,D,1,1,0
F,5,4,2,H2,S2,M2,L3,D,0,1,0
F,2,2,2,M1,S3,M2,L1,B,4,1,0
P,10,2,2,H1,S1,M3,L2,D,1,1,0
P,3,14,2,M1,S5,M2,L2,D,0,0.83,0
F,13,10,2,H1,S0,M2,L2,B,0,1,0
F,1,20,1,H1,S1,M3,L2,B,0,1,0
F,1,4,2,M2,S2,M0,L2,E,0,1,0
F,14,8,2,M1,S0,M0,L2,B,0,0.33,0
P,10,10,2,M2,S5,M2,L2,B,0,1,0
P,14,4,2,H2,S5,M3,L2,D,1,1.5,0
F,1,8,2,H1,S3,M3,L3,B,0,0.2,0
F,14,8,2,H1,S2,M2,L2,D,1,0.33,0
P,6,6,2,H1,S5,M3,L2,D,1,1,0
F,13,20,2,M1,S2,M2,L1,B,0,1,0
F,2,0,3,M2,S1,M2,L3,D,0,0.62,0
F,8,10,2,M1,S2,M1,L3,B,0,2,0
F,8,8,3,M2,S2,M2,L2,D,0,0.27,0
F,3,6,2,H1,S3,M2,L1,D,2,1,0
P,3,14,2,C,S5,M1,L2,B,0,1,0
P,2,2,3,M2,S5,M2,L2,D,1,1,0
F,11,14,2,M2,S2,M3,L2,B,0,1,0
F,3,10,1,H1,S1,M2,L2,B,0,0.2,0
F,9,4,2,M2,S3,M2,L1,B,0,1,0
F,12,2,2,M1,S0,M2,L3,D,0,1,0
P,3,10,2,M2,S2,M1,L1,D,0,1,0
F,10,0,2,M2,S2,M1,L2,D,1,1,0
F,6,14,3,H1,S1,M2,L2,D,0,1,0
F,11,14,2,C,S0,M0,L3,B,0,1.98,0
P,3,10,2,M1,S5,M1,L4,B,0,1,0
F,2,0,2,M1,S2,M3,L2,B,4,1,0
F,11,0,2,M2,S0,M1,L1,D,3,2.42,0
F,1,20,2,M1,S3,M0,L1,D,0,154.41,3
F,14,4,2,M2,S2,M1,L2,D,1,0.64,0
F,1,20,2,C,S2,M0,L1,B,0,782.25,10
F,3,14,2,M1,S2,M0,L2,D,0,58.93,2
F,1,0,2,M2,S2,M1,L1,D,2,53.07,1
F,4,20,2,M1,S2,M1,L2,B,0,22.79,1
F,5,14,2,M2,S2,M2,L2,D,0,30.35,1
F,11,8,2,M2,S3,M1,L2,D,0,3.25,0
F,1,6,2,H1,S2,M3,L2,D,0,80.98,2
P,14,4,2,M1,S1,M1,L3,D,0,4.05,0
F,1,10,2,M2,S3,M1,L1,E,0,4.99,0
F,1,6,2,M1,S2,M1,L1,D,1,3,0
F,14,14,3,M1,S1,M2,L2,D,0,4.34,0
F,10,8,2,M1,S2,M2,L2,D,0,4.28,0
F,11,4,2,M2,S2,M1,L1,D,0,2,0
P,1,2,2,M1,S2,M1,L1,D,0,10,0
P,1,2,2,M1,S2,M2,L2,D,0,12.97,0
F,7,6,2,M2,S1,M1,L3,D,2,2,0
F,1,2,2,M1,S3,M2,L2,D,0,23.29,1
F,2,8,3,M1,S1,M1,L2,D,0,9.73,0
F,11,10,2,C,S0,M0,L1,B,0,10.09,0
F,5,6,2,H1,S3,M3,L2,D,1,0.26,0
F,12,14,2,H1,S1,M2,L2,D,0,1.98,0
F,7,2,2,H1,S1,M1,L4,D,1,1,0
P,8,10,2,M2,S5,M3,L2,D,1,1,0
F,11,14,3,M2,S5,M1,L3,D,0,1,0
F,6,2,2,M1,S1,M1,L2,B,2,8,0
F,4,14,2,H1,S3,M3,L1,B,0,1,0
F,13,0,2,M1,S1,M1,L2,D,0,15,1
F,1,0,2,M1,S2,M1,L1,B,4,32,0
F,4,10,2,M2,S2,M2,L4,D,0,5,0
P,13,4,2,M2,S0,M2,L3,D,1,0.29,0
F,13,14,2,M2,S1,M2,L1,D,0,8.33,0
F,1,0,2,H1,S2,M3,L1,D,3,9,0
F,12,8,2,M2,S2,M2,L2,B,0,0.89,0
F,6,2,2,M2,S1,M2,L2,B,3,1,0
F,3,10,2,M2,S3,M2,L3,B,0,0.5,0
F,13,14,2,C,S0,M0,L2,B,0,22.46,1
F,2,0,2,M2,S1,M2,L1,D,0,6.28,0
F,11,10,2,C,S1,M1,L2,D,0,1.21,0
P,14,0,2,M2,S5,M2,L1,B,3,1.08,0
F,1,10,2,M2,S2,M3,L1,B,0,17.23,0
F,8,8,2,C,S0,M0,L1,B,0,1,0
F,2,0,2,H1,S2,M2,L2,D,3,6,0
F,1,14,2,H2,S3,M3,L2,B,0,5.93,0
F,11,10,2,M2,S1,M1,L2,D,1,11.63,0
F,13,2,2,M2,S2,M2,L2,D,2,1,0
F,1,20,3,M2,S2,M0,L2,D,0,1,0
F,5,4,2,M1,S5,M1,L4,D,0,1,0
F,6,20,2,M1,S3,M2,L1,B,0,2,0
F,3,2,2,M2,S1,M2,L1,D,0,3.35,0
P,6,14,3,M1,S5,M1,L2,D,0,3,0
F,14,10,2,H1,S1,M3,L1,B,0,2.51,0
F,9,6,2,M2,S2,M1,L2,D,1,3.57,0
F,9,2,2,M1,S2,M1,L1,B,1,4.54,0
F,3,6,3,M2,S2,M1,L1,D,0,4,0
P,1,4,3,M2,S3,M2,L1,D,0,2,0
F,4,14,2,H1,S2,M2,L2,B,0,1.89,0
F,7,8,2,M1,S3,M1,L2,D,0,6.96,0
F,10,6,2,M1,S1,M2,L2,D,0,8.97,0
F,12,8,2,M1,S3,M1,L1,B,0,3,0
F,7,8,2,M1,S1,M1,L4,B,0,2,0
F,11,14,2,H1,S5,M2,L2,B,0,1,0
F,1,0,3,M2,S3,M2,L1,D,0,2,0
P,7,10,2,M1,S5,M1,L3,B,0,2,0
F,8,8,2,M1,S3,M0,L1,D,0,2,0
F,4,0,2,M2,S1,M2,L1,D,0,6,0
F,2,0,2,M1,S1,M2,L1,B,2,3,0
P,1,0,2,M2,S2,M1,L2,D,0,6,0
F,1,2,2,M1,S3,M1,L2,B,3,2,0
F,10,10,3,H1,S2,M3,L2,D,0,0.42,0
F,1,8,2,M2,S1,M3,L3,D,0,1.58,0
P,1,0,2,H2,S5,M3,L1,D,2,3.55,0
F,4,10,2,M2,S2,M2,L3,D,1,1,0
F,13,8,2,M1,S3,M0,L2,D,0,2,0
F,5,4,2,M2,S5,M2,L2,D,0,1,0
F,2,2,2,M1,S1,M3,L2,B,0,0.19,0
F,11,4,2,M2,S0,M3,L3,D,2,1,0
F,4,10,2,H1,S1,M3,L2,B,1,1,0
F,4,0,2,M1,S1,M2,L1,B,0,6.48,0
F,14,10,3,M1,S2,M2,L2,B,0,1.26,0
P,10,10,3,M2,S5,M1,L3,D,0,1,0
P,1,14,2,H1,S2,M3,L2,D,0,0.22,0
F,8,0,2,M2,S1,M3,L1,B,0,1,0
P,14,20,2,M1,S5,M1,L1,B,0,2.69,0
F,13,6,2,C,S2,M1,L2,B,0,2.73,0
F,3,10,1,H1,S2,M2,L1,B,0,0.53,0
